CustomerID,Age,Gender,MaritalStatus,Income,Savings,CreditScore,LoanAmount,LoanStatus,AccountType,YearsWithBank,Churn
C0615,25.0,FEMALE,married,60000.0,20000.0,600.0,30000.0,approved,investment,5.0,no
C0616,25.0,FEMALE,married,100000.0,5000.0,700.0,,approved,checking,2.0,no
C0617,45.0,female,married,80000.0,5000.0,800.0,20000.0,approved,savings,2.0,no
C0618,25.0,male,single,60000.0,15000.0,650.0,50000.0,approved,investment,5.0,yes
C0619,,Male,single,80000.0,50000.0,600.0,40000.0,rejected,savings,10.0,yes
C0620,55.0,female,single,,15000.0,750.0,40000.0,rejected,savings,5.0,no
C0621,35.0,FEMALE,divorced,,20000.0,700.0,20000.0,approved,investment,5.0,no
C0622,55.0,FEMALE,divorced,80000.0,20000.0,800.0,40000.0,approved,savings,10.0,no
C0623,25.0,Male,married,80000.0,10000.0,600.0,30000.0,approved,joint,10.0,no
C0624,25.0,Male,single,100000.0,10000.0,800.0,50000.0,rejected,checking,,yes
C0625,45.0,male,married,60000.0,50000.0,600.0,30000.0,approved,investment,20.0,yes
C0626,45.0,male,single,80000.0,25000.0,700.0,30000.0,approved,investment,5.0,yes
C0627,35.0,male,widowed,80000.0,10000.0,600.0,40000.0,approved,checking,10.0,no
C0628,45.0,FEMALE,single,100000.0,15000.0,750.0,50000.0,approved,savings,,no
C0629,25.0,female,divorced,80000.0,10000.0,750.0,50000.0,approved,investment,10.0,yes
C0630,55.0,female,married,60000.0,15000.0,800.0,30000.0,approved,savings,10.0,no
C0631,25.0,female,married,80000.0,50000.0,700.0,40000.0,approved,investment,2.0,no
C0632,55.0,female,married,60000.0,25000.0,600.0,,approved,savings,10.0,no
C0633,45.0,male,widowed,60000.0,25000.0,800.0,30000.0,rejected,investment,2.0,no
C0634,45.0,female,single,80000.0,100000.0,800.0,30000.0,approved,savings,,no
C0635,25.0,FEMALE,married,80000.0,15000.0,600.0,40000.0,approved,investment,20.0,no
C0636,35.0,Male,married,100000.0,20000.0,600.0,30000.0,defaulted,joint,20.0,no
C0637,45.0,FEMALE,single,60000.0,15000.0,750.0,40000.0,approved,savings,5.0,yes
C0638,45.0,female,widowed,80000.0,15000.0,800.0,40000.0,defaulted,savings,5.0,no
C0639,55.0,FEMALE,single,60000.0,20000.0,800.0,40000.0,approved,joint,5.0,yes
C0640,45.0,male,widowed,80000.0,20000.0,600.0,30000.0,approved,checking,10.0,no
C0641,35.0,female,married,60000.0,15000.0,800.0,40000.0,rejected,checking,10.0,yes
C0642,25.0,Male,married,80000.0,10000.0,650.0,40000.0,approved,joint,2.0,no
C0643,45.0,male,widowed,40000.0,10000.0,,20000.0,approved,checking,1.0,no
C0644,35.0,female,single,100000.0,15000.0,700.0,20000.0,approved,savings,10.0,no
C0645,45.0,female,single,,10000.0,700.0,40000.0,approved,checking,5.0,no
C0646,35.0,male,single,80000.0,25000.0,800.0,30000.0,approved,savings,10.0,no
C0647,35.0,female,married,80000.0,20000.0,600.0,40000.0,approved,savings,5.0,yes
C0648,45.0,FEMALE,single,80000.0,15000.0,600.0,20000.0,approved,checking,20.0,no
C0649,25.0,female,single,40000.0,25000.0,650.0,30000.0,approved,savings,,no
C0650,45.0,Male,single,80000.0,25000.0,750.0,20000.0,approved,investment,5.0,no
C0651,25.0,male,single,80000.0,25000.0,600.0,30000.0,approved,checking,20.0,no
C0652,25.0,FEMALE,single,60000.0,20000.0,,30000.0,approved,savings,2.0,no
C0653,35.0,female,widowed,60000.0,5000.0,600.0,30000.0,approved,savings,1.0,yes
C0654,45.0,male,single,40000.0,25000.0,600.0,30000.0,approved,investment,2.0,no
C0655,45.0,male,single,40000.0,,600.0,30000.0,approved,checking,10.0,no
C0656,25.0,female,single,,15000.0,750.0,50000.0,approved,savings,,no
C0657,55.0,female,single,100000.0,15000.0,650.0,40000.0,rejected,investment,5.0,no
C0658,45.0,FEMALE,married,40000.0,25000.0,650.0,40000.0,rejected,checking,5.0,no
C0659,35.0,Male,married,100000.0,10000.0,700.0,30000.0,approved,checking,5.0,no
C0660,25.0,female,married,40000.0,25000.0,700.0,20000.0,approved,checking,5.0,no
C0661,35.0,male,single,100000.0,5000.0,600.0,40000.0,approved,savings,2.0,yes
C0662,55.0,female,single,40000.0,50000.0,600.0,30000.0,rejected,checking,,yes
C0663,55.0,Male,married,80000.0,15000.0,750.0,40000.0,approved,investment,20.0,yes
C0664,,male,single,60000.0,20000.0,650.0,40000.0,rejected,checking,2.0,yes
C0665,25.0,female,single,80000.0,25000.0,800.0,20000.0,approved,investment,,yes
C0666,35.0,Male,married,40000.0,,750.0,40000.0,approved,savings,10.0,no
C0667,35.0,Male,married,60000.0,10000.0,800.0,40000.0,approved,checking,10.0,no
C0668,25.0,FEMALE,married,80000.0,20000.0,600.0,30000.0,approved,checking,10.0,no
C0669,35.0,FEMALE,married,60000.0,25000.0,650.0,50000.0,approved,savings,1.0,no
C0670,45.0,male,divorced,80000.0,15000.0,650.0,30000.0,approved,savings,2.0,no
C0671,35.0,male,married,40000.0,15000.0,650.0,40000.0,rejected,checking,10.0,yes
C0672,25.0,FEMALE,married,40000.0,,650.0,40000.0,approved,savings,10.0,no
C0673,35.0,female,widowed,80000.0,20000.0,650.0,40000.0,approved,checking,5.0,no
C0674,25.0,female,single,60000.0,15000.0,650.0,20000.0,approved,checking,2.0,no
C0675,55.0,FEMALE,widowed,80000.0,15000.0,750.0,40000.0,approved,savings,2.0,no
C0676,35.0,FEMALE,married,40000.0,100000.0,800.0,50000.0,approved,savings,10.0,no
C0677,35.0,male,single,80000.0,15000.0,600.0,50000.0,rejected,joint,10.0,no
C0678,45.0,male,married,40000.0,50000.0,600.0,20000.0,approved,savings,5.0,no
C0679,35.0,male,widowed,40000.0,15000.0,800.0,30000.0,approved,checking,5.0,no
C0680,,FEMALE,married,60000.0,25000.0,650.0,30000.0,defaulted,joint,2.0,no
C0681,45.0,Male,married,100000.0,20000.0,700.0,30000.0,approved,investment,,yes
C0682,55.0,female,single,60000.0,5000.0,600.0,40000.0,approved,savings,5.0,no
C0683,35.0,male,married,80000.0,,750.0,40000.0,rejected,investment,5.0,no
C0684,35.0,FEMALE,married,80000.0,100000.0,750.0,50000.0,approved,investment,5.0,no
C0685,35.0,female,single,80000.0,50000.0,700.0,20000.0,rejected,savings,,no
C0686,35.0,female,single,60000.0,15000.0,750.0,40000.0,rejected,investment,20.0,no
C0687,35.0,FEMALE,single,100000.0,20000.0,700.0,20000.0,approved,checking,2.0,no
C0688,25.0,male,married,60000.0,10000.0,700.0,30000.0,approved,savings,1.0,no
C0689,35.0,male,married,,20000.0,600.0,30000.0,approved,checking,1.0,no
C0690,25.0,male,married,40000.0,25000.0,750.0,50000.0,approved,savings,2.0,no
C0691,35.0,Male,married,100000.0,15000.0,700.0,30000.0,approved,checking,2.0,yes
C0692,55.0,female,married,80000.0,25000.0,650.0,30000.0,rejected,savings,10.0,no
C0693,55.0,male,widowed,80000.0,15000.0,700.0,30000.0,approved,savings,5.0,no
C0694,25.0,male,single,40000.0,15000.0,650.0,30000.0,approved,savings,5.0,yes
C0695,45.0,FEMALE,single,60000.0,20000.0,700.0,40000.0,approved,savings,,yes
C0696,55.0,male,divorced,60000.0,15000.0,700.0,20000.0,approved,savings,2.0,no
C0697,35.0,Male,married,60000.0,15000.0,650.0,40000.0,approved,investment,2.0,yes
C0698,35.0,male,married,80000.0,,600.0,,rejected,investment,20.0,yes
C0699,55.0,FEMALE,married,40000.0,10000.0,650.0,50000.0,rejected,investment,5.0,no
C0700,55.0,male,single,80000.0,15000.0,700.0,40000.0,rejected,checking,5.0,no
C0701,45.0,Male,divorced,80000.0,25000.0,750.0,50000.0,approved,investment,2.0,yes
C0702,35.0,FEMALE,married,60000.0,10000.0,600.0,,approved,investment,5.0,yes
C0703,55.0,male,single,40000.0,15000.0,600.0,40000.0,approved,checking,,no
C0704,45.0,male,single,40000.0,15000.0,600.0,40000.0,approved,savings,10.0,no
C0705,55.0,FEMALE,married,60000.0,10000.0,750.0,30000.0,approved,savings,2.0,yes
C0706,45.0,female,married,60000.0,10000.0,700.0,50000.0,rejected,joint,10.0,yes
C0707,,female,single,60000.0,15000.0,750.0,,rejected,savings,10.0,no
C0708,25.0,FEMALE,married,40000.0,10000.0,750.0,20000.0,approved,savings,5.0,yes
C0709,35.0,Male,married,80000.0,20000.0,750.0,40000.0,rejected,checking,2.0,no
C0710,55.0,male,married,,100000.0,700.0,40000.0,rejected,joint,2.0,no
C0711,35.0,female,married,60000.0,5000.0,600.0,30000.0,rejected,savings,20.0,yes
C0712,35.0,male,single,60000.0,20000.0,650.0,30000.0,rejected,checking,5.0,no
C0713,35.0,FEMALE,divorced,60000.0,20000.0,750.0,40000.0,approved,checking,10.0,no
C0714,45.0,female,married,60000.0,10000.0,650.0,,rejected,savings,2.0,no
C0715,,male,single,60000.0,15000.0,650.0,20000.0,approved,checking,2.0,yes
C0716,45.0,female,single,40000.0,10000.0,650.0,20000.0,approved,savings,5.0,yes
C0717,35.0,male,married,100000.0,,800.0,30000.0,approved,savings,10.0,no
C0718,35.0,male,widowed,60000.0,10000.0,,20000.0,approved,investment,5.0,no
C0719,55.0,male,widowed,40000.0,25000.0,650.0,20000.0,rejected,savings,5.0,no
C0720,25.0,female,divorced,40000.0,20000.0,600.0,40000.0,approved,savings,5.0,no
C0721,55.0,Male,single,80000.0,10000.0,750.0,20000.0,rejected,savings,2.0,no
C0722,55.0,female,widowed,60000.0,15000.0,600.0,20000.0,rejected,savings,1.0,yes
C0723,45.0,male,widowed,80000.0,,700.0,30000.0,rejected,joint,2.0,no
C0724,45.0,female,single,60000.0,20000.0,650.0,20000.0,approved,investment,2.0,no
C0725,25.0,FEMALE,married,80000.0,20000.0,750.0,40000.0,approved,savings,2.0,no
C0726,,male,single,100000.0,15000.0,750.0,50000.0,defaulted,checking,10.0,no
C0727,45.0,Male,single,80000.0,10000.0,750.0,40000.0,approved,checking,10.0,yes
C0728,45.0,female,single,40000.0,15000.0,750.0,50000.0,rejected,savings,10.0,no
C0729,25.0,female,single,40000.0,10000.0,,30000.0,approved,joint,,yes
C0730,25.0,Male,single,60000.0,5000.0,600.0,30000.0,rejected,savings,10.0,no
C0731,35.0,Male,married,40000.0,15000.0,,50000.0,defaulted,investment,10.0,no
C0732,45.0,male,single,100000.0,20000.0,700.0,,approved,checking,5.0,yes
C0733,55.0,FEMALE,married,60000.0,20000.0,750.0,50000.0,rejected,savings,1.0,yes
C0734,35.0,female,married,100000.0,15000.0,750.0,40000.0,approved,savings,,no
C0735,25.0,female,single,80000.0,15000.0,650.0,,approved,savings,1.0,yes
C0736,25.0,male,married,40000.0,50000.0,750.0,20000.0,approved,savings,10.0,no
C0737,45.0,FEMALE,married,80000.0,20000.0,,30000.0,rejected,checking,1.0,no
C0738,25.0,FEMALE,married,,15000.0,800.0,30000.0,approved,savings,2.0,yes
C0739,25.0,FEMALE,single,80000.0,10000.0,600.0,,approved,joint,5.0,no
C0740,25.0,female,single,100000.0,15000.0,750.0,30000.0,defaulted,investment,,no
C0741,45.0,female,single,100000.0,20000.0,800.0,30000.0,defaulted,joint,5.0,yes
C0742,45.0,Male,married,100000.0,20000.0,750.0,40000.0,approved,savings,20.0,no
C0743,,Male,married,100000.0,15000.0,700.0,30000.0,approved,savings,1.0,yes
C0744,,male,single,60000.0,10000.0,700.0,40000.0,defaulted,joint,5.0,no
C0745,45.0,male,widowed,100000.0,15000.0,600.0,20000.0,rejected,savings,10.0,no
C0746,55.0,FEMALE,single,80000.0,10000.0,650.0,20000.0,approved,investment,2.0,no
C0747,45.0,Male,married,60000.0,10000.0,750.0,40000.0,approved,checking,1.0,yes
C0748,45.0,female,single,80000.0,20000.0,650.0,40000.0,rejected,investment,10.0,yes
C0749,35.0,Male,married,40000.0,20000.0,700.0,30000.0,approved,investment,20.0,yes
C0750,55.0,male,single,40000.0,10000.0,600.0,20000.0,approved,checking,,no
C0751,35.0,female,married,60000.0,20000.0,750.0,30000.0,defaulted,savings,2.0,yes
C0752,35.0,FEMALE,divorced,80000.0,5000.0,600.0,20000.0,defaulted,checking,5.0,no
C0753,45.0,female,single,40000.0,100000.0,750.0,40000.0,approved,checking,5.0,no
C0754,55.0,male,married,80000.0,15000.0,800.0,30000.0,approved,savings,20.0,no
C0755,45.0,male,married,80000.0,5000.0,650.0,30000.0,approved,investment,2.0,yes
C0756,35.0,female,married,40000.0,25000.0,800.0,50000.0,approved,investment,2.0,yes
C0757,35.0,female,widowed,80000.0,25000.0,600.0,50000.0,rejected,savings,10.0,no
C0758,35.0,Male,married,80000.0,20000.0,800.0,50000.0,approved,savings,1.0,no
C0759,35.0,Male,married,60000.0,25000.0,600.0,40000.0,approved,checking,20.0,yes
C0760,45.0,male,married,80000.0,20000.0,650.0,50000.0,defaulted,joint,5.0,no
C0761,35.0,female,widowed,60000.0,15000.0,750.0,30000.0,rejected,investment,5.0,no
C0762,25.0,female,single,100000.0,15000.0,700.0,20000.0,approved,checking,20.0,yes
C0763,25.0,male,married,,20000.0,700.0,40000.0,rejected,savings,2.0,yes
C0764,55.0,female,married,100000.0,5000.0,750.0,30000.0,approved,checking,5.0,no
C0765,25.0,FEMALE,married,60000.0,100000.0,700.0,20000.0,approved,checking,10.0,no
C0766,55.0,male,single,100000.0,25000.0,650.0,30000.0,rejected,investment,5.0,no
C0767,35.0,Male,married,40000.0,20000.0,650.0,40000.0,rejected,savings,,no
C0768,35.0,male,single,60000.0,100000.0,700.0,40000.0,rejected,savings,,yes
C0769,55.0,male,divorced,80000.0,15000.0,650.0,30000.0,approved,investment,,yes
C0770,45.0,FEMALE,single,80000.0,20000.0,700.0,40000.0,approved,investment,5.0,no
C0771,35.0,female,single,40000.0,5000.0,800.0,40000.0,defaulted,savings,5.0,yes
C0772,45.0,male,married,80000.0,20000.0,600.0,40000.0,rejected,investment,5.0,no
C0773,45.0,FEMALE,widowed,40000.0,10000.0,600.0,40000.0,approved,checking,1.0,no
C0774,35.0,male,married,40000.0,25000.0,700.0,30000.0,approved,savings,10.0,no
C0775,45.0,Male,married,,20000.0,600.0,20000.0,approved,investment,2.0,no
C0776,35.0,FEMALE,single,100000.0,20000.0,800.0,50000.0,approved,checking,20.0,no
C0777,55.0,female,married,100000.0,15000.0,700.0,40000.0,approved,checking,2.0,yes
C0778,25.0,female,married,60000.0,20000.0,600.0,30000.0,approved,savings,5.0,yes
C0779,45.0,female,single,60000.0,20000.0,700.0,20000.0,approved,joint,10.0,yes
C0780,25.0,female,single,40000.0,20000.0,700.0,20000.0,rejected,checking,10.0,yes
C0781,35.0,female,married,60000.0,25000.0,700.0,30000.0,approved,investment,5.0,yes
C0782,25.0,male,married,40000.0,10000.0,750.0,40000.0,approved,investment,2.0,no
C0783,35.0,male,divorced,80000.0,100000.0,650.0,30000.0,approved,investment,5.0,yes
C0784,35.0,female,single,,10000.0,750.0,20000.0,rejected,savings,1.0,no
C0785,25.0,female,widowed,40000.0,20000.0,600.0,30000.0,defaulted,investment,2.0,no
C0786,35.0,male,single,80000.0,,650.0,20000.0,defaulted,investment,20.0,no
C0787,45.0,FEMALE,married,60000.0,5000.0,600.0,40000.0,approved,checking,5.0,no
C0788,25.0,FEMALE,married,40000.0,25000.0,650.0,50000.0,approved,investment,5.0,no
C0789,25.0,male,single,80000.0,20000.0,750.0,20000.0,approved,investment,2.0,no
C0790,,Male,single,,10000.0,,,rejected,investment,5.0,yes
C0791,35.0,Male,single,100000.0,25000.0,650.0,40000.0,approved,savings,5.0,yes
C0792,,Male,single,100000.0,,750.0,50000.0,approved,checking,10.0,no
C0793,45.0,male,married,100000.0,50000.0,600.0,30000.0,approved,checking,,no
C0794,55.0,male,married,60000.0,10000.0,,40000.0,approved,checking,,no
C0795,35.0,male,divorced,40000.0,25000.0,650.0,40000.0,approved,investment,10.0,yes
C0796,35.0,male,divorced,80000.0,15000.0,700.0,30000.0,rejected,savings,5.0,no
C0797,45.0,Male,single,60000.0,20000.0,,30000.0,rejected,joint,5.0,yes
C0798,45.0,male,single,60000.0,20000.0,650.0,40000.0,approved,savings,10.0,yes
C0799,25.0,FEMALE,single,60000.0,10000.0,800.0,20000.0,rejected,investment,5.0,no
C0800,45.0,female,married,80000.0,10000.0,700.0,50000.0,approved,savings,5.0,no
C0801,35.0,FEMALE,single,60000.0,5000.0,800.0,50000.0,approved,savings,5.0,no
C0802,45.0,Male,single,80000.0,20000.0,600.0,30000.0,rejected,checking,2.0,no
C0803,55.0,male,single,40000.0,10000.0,700.0,40000.0,rejected,investment,2.0,yes
C0804,25.0,female,divorced,60000.0,15000.0,750.0,30000.0,approved,savings,5.0,yes
C0805,,male,single,80000.0,25000.0,600.0,40000.0,approved,savings,1.0,no
C0806,35.0,female,married,60000.0,15000.0,650.0,20000.0,rejected,savings,5.0,no
C0807,35.0,male,single,100000.0,20000.0,700.0,20000.0,approved,savings,10.0,yes
C0808,55.0,Male,single,80000.0,15000.0,800.0,30000.0,approved,checking,20.0,no
C0809,25.0,Male,single,40000.0,25000.0,750.0,30000.0,approved,checking,5.0,yes
C0810,45.0,Male,divorced,100000.0,25000.0,800.0,30000.0,approved,investment,2.0,no
C0811,35.0,Male,married,60000.0,15000.0,700.0,20000.0,approved,checking,2.0,no
C0812,55.0,female,single,60000.0,,600.0,30000.0,approved,savings,20.0,yes
C0813,35.0,male,single,,20000.0,650.0,30000.0,approved,savings,2.0,no
C0814,,male,married,60000.0,15000.0,800.0,40000.0,approved,savings,5.0,no
C0815,45.0,female,single,40000.0,10000.0,700.0,,approved,savings,5.0,no
C0816,25.0,female,married,100000.0,15000.0,700.0,50000.0,approved,savings,20.0,no
C0817,25.0,Male,single,100000.0,15000.0,750.0,40000.0,approved,checking,5.0,no
C0818,45.0,FEMALE,married,80000.0,15000.0,650.0,40000.0,rejected,checking,5.0,yes
C0819,35.0,FEMALE,married,60000.0,20000.0,700.0,40000.0,rejected,checking,5.0,no
C0820,35.0,Male,married,80000.0,15000.0,650.0,30000.0,rejected,checking,2.0,no
C0821,45.0,male,single,80000.0,20000.0,750.0,40000.0,approved,checking,5.0,yes
C0822,55.0,FEMALE,married,60000.0,20000.0,600.0,20000.0,rejected,savings,5.0,no
C0823,55.0,female,widowed,40000.0,,800.0,30000.0,rejected,checking,5.0,yes
C0824,45.0,female,single,40000.0,5000.0,700.0,50000.0,approved,checking,2.0,no
C0825,45.0,female,single,60000.0,25000.0,700.0,40000.0,rejected,savings,2.0,yes
C0826,45.0,female,single,80000.0,15000.0,700.0,20000.0,approved,investment,10.0,no
C0827,25.0,male,single,100000.0,10000.0,600.0,40000.0,approved,joint,2.0,no
C0828,45.0,female,single,60000.0,,800.0,40000.0,defaulted,savings,10.0,no
C0829,25.0,male,married,60000.0,50000.0,600.0,30000.0,rejected,savings,2.0,no
C0830,55.0,female,single,80000.0,15000.0,650.0,40000.0,rejected,savings,10.0,yes
C0831,25.0,FEMALE,married,60000.0,20000.0,750.0,20000.0,approved,investment,10.0,yes
C0832,35.0,male,single,40000.0,15000.0,600.0,20000.0,approved,checking,,yes
C0833,,female,widowed,80000.0,100000.0,700.0,,approved,investment,2.0,no
C0834,35.0,female,single,80000.0,100000.0,,40000.0,approved,savings,5.0,no
C0835,45.0,Male,married,60000.0,20000.0,600.0,30000.0,rejected,savings,5.0,yes
C0836,35.0,Male,widowed,80000.0,50000.0,750.0,20000.0,approved,checking,5.0,no
C0837,35.0,male,married,80000.0,25000.0,600.0,30000.0,approved,joint,2.0,no
C0838,55.0,Male,single,60000.0,15000.0,700.0,50000.0,approved,investment,1.0,no
C0839,25.0,Male,single,60000.0,20000.0,650.0,30000.0,rejected,checking,10.0,no
C0840,35.0,FEMALE,single,40000.0,15000.0,800.0,30000.0,approved,investment,2.0,yes
C0841,55.0,male,divorced,,5000.0,650.0,30000.0,defaulted,checking,5.0,no
C0842,45.0,FEMALE,married,80000.0,10000.0,700.0,40000.0,approved,checking,5.0,no
C0843,,Male,single,60000.0,100000.0,700.0,20000.0,rejected,savings,5.0,no
C0844,45.0,female,single,60000.0,15000.0,800.0,50000.0,rejected,savings,5.0,no
C0845,55.0,male,married,100000.0,,650.0,40000.0,approved,savings,5.0,yes
C0846,35.0,male,divorced,80000.0,20000.0,600.0,40000.0,approved,investment,5.0,no
C0847,,male,married,40000.0,50000.0,,40000.0,rejected,savings,10.0,yes
C0848,25.0,Male,single,60000.0,20000.0,600.0,30000.0,approved,savings,,yes
C0849,45.0,FEMALE,married,60000.0,50000.0,800.0,,rejected,savings,5.0,no
C0850,45.0,FEMALE,married,40000.0,20000.0,600.0,,approved,checking,5.0,no
C0851,35.0,Male,married,60000.0,25000.0,600.0,40000.0,approved,savings,10.0,no
C0852,45.0,Male,married,60000.0,10000.0,700.0,40000.0,approved,savings,5.0,no
C0853,25.0,male,married,80000.0,20000.0,600.0,30000.0,rejected,checking,2.0,no
C0854,35.0,male,single,80000.0,10000.0,700.0,30000.0,rejected,checking,,no
C0855,35.0,female,single,60000.0,15000.0,700.0,30000.0,approved,checking,5.0,yes
C0856,45.0,FEMALE,divorced,100000.0,15000.0,600.0,,approved,savings,5.0,no
C0857,25.0,male,single,40000.0,15000.0,650.0,40000.0,approved,checking,10.0,no
C0858,45.0,male,married,,,750.0,30000.0,approved,investment,10.0,no
C0859,35.0,male,married,60000.0,15000.0,700.0,40000.0,rejected,savings,5.0,no
C0860,45.0,Male,single,80000.0,15000.0,700.0,30000.0,rejected,checking,5.0,no
C0861,55.0,FEMALE,married,80000.0,15000.0,,20000.0,approved,investment,20.0,yes
C0862,55.0,FEMALE,single,80000.0,50000.0,600.0,50000.0,approved,savings,20.0,no
C0863,25.0,female,married,80000.0,20000.0,800.0,40000.0,approved,savings,5.0,no
C0864,45.0,Male,single,100000.0,25000.0,650.0,40000.0,approved,checking,10.0,no
C0865,45.0,Male,single,80000.0,15000.0,650.0,30000.0,rejected,checking,20.0,yes
C0866,35.0,female,single,100000.0,20000.0,650.0,30000.0,approved,savings,20.0,yes
C0867,35.0,male,married,100000.0,15000.0,700.0,30000.0,approved,savings,10.0,no
C0868,45.0,male,single,60000.0,,750.0,40000.0,approved,checking,5.0,no
C0869,45.0,FEMALE,married,40000.0,25000.0,600.0,20000.0,rejected,joint,2.0,yes
C0870,55.0,FEMALE,single,60000.0,5000.0,650.0,50000.0,approved,joint,10.0,no
C0871,,Male,widowed,40000.0,20000.0,800.0,30000.0,approved,checking,10.0,yes
C0872,55.0,FEMALE,married,40000.0,20000.0,600.0,40000.0,rejected,checking,5.0,yes
C0873,45.0,FEMALE,single,60000.0,15000.0,700.0,50000.0,approved,investment,5.0,no
C0874,25.0,FEMALE,married,80000.0,50000.0,600.0,40000.0,rejected,investment,10.0,yes
C0875,45.0,Male,married,80000.0,15000.0,650.0,40000.0,approved,savings,,yes
C0876,35.0,male,single,60000.0,20000.0,650.0,40000.0,approved,savings,5.0,no
C0877,25.0,male,single,100000.0,25000.0,700.0,40000.0,approved,checking,5.0,no
C0878,35.0,Male,divorced,60000.0,10000.0,600.0,40000.0,approved,savings,10.0,yes
C0879,55.0,male,married,60000.0,15000.0,600.0,20000.0,defaulted,savings,5.0,no
C0880,45.0,Male,single,60000.0,5000.0,700.0,,rejected,investment,2.0,no
C0881,35.0,FEMALE,married,40000.0,20000.0,650.0,20000.0,approved,savings,20.0,no
C0882,35.0,female,married,40000.0,20000.0,800.0,,approved,savings,5.0,no
C0883,55.0,Male,single,100000.0,5000.0,650.0,,approved,savings,5.0,no
C0884,45.0,Male,single,40000.0,5000.0,700.0,30000.0,approved,joint,5.0,no
C0885,45.0,male,widowed,80000.0,25000.0,750.0,30000.0,approved,checking,,no
C0886,35.0,female,married,60000.0,25000.0,750.0,20000.0,rejected,joint,2.0,no
C0887,25.0,male,divorced,40000.0,5000.0,,40000.0,approved,savings,20.0,no
C0888,35.0,male,married,80000.0,10000.0,800.0,40000.0,rejected,savings,,no
C0889,25.0,female,married,80000.0,15000.0,600.0,20000.0,approved,savings,1.0,no
C0890,35.0,male,single,40000.0,,800.0,20000.0,rejected,savings,1.0,yes
C0891,45.0,male,single,100000.0,20000.0,750.0,30000.0,rejected,savings,1.0,no
C0892,45.0,Male,single,80000.0,25000.0,650.0,40000.0,rejected,savings,10.0,no
C0893,45.0,male,married,80000.0,10000.0,600.0,30000.0,approved,savings,10.0,no
C0894,55.0,male,single,40000.0,15000.0,750.0,50000.0,approved,investment,20.0,no
C0895,45.0,FEMALE,single,60000.0,,800.0,30000.0,rejected,investment,5.0,yes
C0896,45.0,female,married,80000.0,10000.0,750.0,20000.0,approved,savings,20.0,yes
C0897,25.0,female,widowed,,,750.0,20000.0,rejected,investment,20.0,yes
C0898,45.0,FEMALE,widowed,60000.0,,800.0,40000.0,rejected,savings,10.0,yes
C0899,35.0,FEMALE,married,40000.0,100000.0,600.0,40000.0,rejected,savings,,no
C0900,45.0,Male,married,100000.0,10000.0,600.0,30000.0,rejected,joint,10.0,no
C0901,25.0,Male,widowed,60000.0,20000.0,750.0,40000.0,approved,savings,,no
C0902,55.0,male,single,100000.0,15000.0,700.0,50000.0,defaulted,checking,1.0,yes
C0903,45.0,female,single,60000.0,5000.0,700.0,40000.0,rejected,savings,10.0,no
C0904,55.0,female,married,40000.0,15000.0,600.0,20000.0,approved,checking,2.0,no
C0905,45.0,Male,married,100000.0,25000.0,650.0,20000.0,rejected,savings,,yes
C0906,25.0,male,single,80000.0,20000.0,650.0,40000.0,defaulted,investment,2.0,no
C0907,55.0,male,single,80000.0,25000.0,650.0,30000.0,rejected,checking,10.0,no
C0908,55.0,FEMALE,married,80000.0,,750.0,20000.0,rejected,checking,1.0,no
C0909,35.0,FEMALE,single,100000.0,10000.0,650.0,20000.0,approved,savings,1.0,yes
C0910,55.0,female,widowed,60000.0,10000.0,750.0,20000.0,approved,savings,5.0,no
C0911,,FEMALE,married,,25000.0,800.0,20000.0,rejected,savings,5.0,no
C0912,35.0,Male,single,40000.0,,700.0,40000.0,rejected,investment,10.0,no
C0913,35.0,FEMALE,single,40000.0,15000.0,650.0,30000.0,approved,savings,,no
C0914,55.0,female,married,100000.0,25000.0,750.0,20000.0,approved,savings,5.0,no
C0915,,male,single,80000.0,15000.0,700.0,20000.0,rejected,investment,5.0,no
C0916,45.0,male,divorced,80000.0,25000.0,750.0,40000.0,rejected,checking,,no
C0917,55.0,FEMALE,married,,100000.0,700.0,30000.0,rejected,checking,1.0,no
C0918,45.0,Male,married,100000.0,15000.0,600.0,40000.0,approved,checking,20.0,no
C0919,,female,divorced,40000.0,10000.0,800.0,30000.0,defaulted,checking,,no
C0920,45.0,female,single,,100000.0,800.0,30000.0,approved,savings,10.0,no
C0921,25.0,male,single,40000.0,10000.0,800.0,30000.0,approved,joint,5.0,no
C0922,25.0,Male,married,60000.0,,800.0,30000.0,approved,investment,5.0,yes
C0923,25.0,Male,widowed,100000.0,20000.0,800.0,40000.0,approved,joint,5.0,no
C0924,35.0,male,married,100000.0,15000.0,650.0,30000.0,approved,savings,2.0,no
C0925,35.0,female,widowed,100000.0,10000.0,600.0,50000.0,approved,savings,5.0,no
C0926,35.0,female,married,40000.0,15000.0,700.0,40000.0,approved,investment,5.0,no
C0927,55.0,FEMALE,single,40000.0,15000.0,600.0,20000.0,rejected,savings,1.0,no
C0928,45.0,Male,single,60000.0,15000.0,750.0,30000.0,defaulted,investment,10.0,yes
C0929,55.0,female,widowed,40000.0,5000.0,600.0,30000.0,rejected,investment,10.0,no
C0930,45.0,Male,single,100000.0,20000.0,650.0,30000.0,approved,checking,5.0,no
C0931,,female,married,40000.0,15000.0,750.0,20000.0,approved,joint,2.0,no
C0932,45.0,FEMALE,married,60000.0,10000.0,750.0,20000.0,rejected,savings,10.0,yes
